zip3,city,state,within_250_miles_of_port,associated_ports,associated_ports_str
5,Brooklyn,NY,TRUE,['NY/NJ'],NY/NJ
10,Springfield,MA,FALSE,[],
11,Springfield,MA,FALSE,[],
12,Springfield,MA,FALSE,[],
13,Springfield,MA,FALSE,[],
14,Boston,MA,TRUE,['Boston'],Boston
15,Boston,MA,TRUE,['Boston'],Boston
16,Boston,MA,TRUE,['Boston'],Boston
17,Boston,MA,TRUE,['Boston'],Boston
18,Boston,MA,TRUE,['Boston'],Boston
19,Boston,MA,TRUE,['Boston'],Boston
20,Boston,MA,TRUE,['Boston'],Boston
21,Boston,MA,TRUE,['Boston'],Boston
22,Boston,MA,TRUE,['Boston'],Boston
23,Boston,MA,TRUE,['Boston'],Boston
24,Boston,MA,TRUE,['Boston'],Boston
25,Boston,MA,TRUE,['Boston'],Boston
26,Boston,MA,TRUE,['Boston'],Boston
27,Boston,MA,TRUE,['Boston'],Boston
28,Boston,MA,TRUE,['Boston'],Boston
29,Boston,MA,TRUE,['Boston'],Boston
30,Bristol,NH,FALSE,[],
31,Bristol,NH,FALSE,[],
32,Bristol,NH,FALSE,[],
33,Bristol,NH,FALSE,[],
34,Bristol,NH,FALSE,[],
35,Bristol,NH,FALSE,[],
36,Bristol,NH,FALSE,[],
37,Bristol,NH,FALSE,[],
38,Augusta,ME,FALSE,[],
39,Augusta,ME,FALSE,[],
40,Augusta,ME,FALSE,[],
41,Augusta,ME,FALSE,[],
42,Augusta,ME,FALSE,[],
43,Augusta,ME,FALSE,[],
44,Augusta,ME,FALSE,[],
45,Augusta,ME,FALSE,[],
46,Augusta,ME,FALSE,[],
47,Augusta,ME,FALSE,[],
48,Augusta,ME,FALSE,[],
49,Augusta,ME,FALSE,[],
50,Bristol,NH,FALSE,[],
51,Bristol,NH,FALSE,[],
52,Albany,NY,FALSE,[],
53,Albany,NY,FALSE,[],
54,Albany,NY,FALSE,[],
55,Boston,MA,TRUE,['Boston'],Boston
56,Bristol,NH,FALSE,[],
57,Bristol,NH,FALSE,[],
58,Bristol,NH,FALSE,[],
59,Bristol,NH,FALSE,[],
60,Hartford,CT,FALSE,[],
61,Hartford,CT,FALSE,[],
62,Hartford,CT,FALSE,[],
63,Hartford,CT,FALSE,[],
64,Hartford,CT,FALSE,[],
65,Hartford,CT,FALSE,[],
66,Hartford,CT,FALSE,[],
67,Hartford,CT,FALSE,[],
68,Hartford,CT,FALSE,[],
69,Hartford,CT,FALSE,[],
70,Elizabeth,NJ,TRUE,['NY/NJ'],NY/NJ
71,Elizabeth,NJ,TRUE,['NY/NJ'],NY/NJ
72,Elizabeth,NJ,TRUE,['NY/NJ'],NY/NJ
73,Elizabeth,NJ,TRUE,['NY/NJ'],NY/NJ
74,Elizabeth,NJ,TRUE,['NY/NJ'],NY/NJ
75,Elizabeth,NJ,TRUE,['NY/NJ'],NY/NJ
76,Elizabeth,NJ,TRUE,['NY/NJ'],NY/NJ
77,Elizabeth,NJ,TRUE,['NY/NJ'],NY/NJ
78,Elizabeth,NJ,TRUE,['NY/NJ'],NY/NJ
79,Elizabeth,NJ,TRUE,['NY/NJ'],NY/NJ
80,Philadelphia,PA,FALSE,[],
81,Philadelphia,PA,FALSE,[],
82,Philadelphia,PA,FALSE,[],
83,Philadelphia,PA,FALSE,[],
84,Philadelphia,PA,FALSE,[],
85,Elizabeth,NJ,TRUE,['NY/NJ'],NY/NJ
86,Elizabeth,NJ,TRUE,['NY/NJ'],NY/NJ
87,Elizabeth,NJ,TRUE,['NY/NJ'],NY/NJ
88,Elizabeth,NJ,TRUE,['NY/NJ'],NY/NJ
89,Elizabeth,NJ,TRUE,['NY/NJ'],NY/NJ
100,Brooklyn,NY,TRUE,['NY/NJ'],NY/NJ
101,Brooklyn,NY,TRUE,['NY/NJ'],NY/NJ
102,Brooklyn,NY,TRUE,['NY/NJ'],NY/NJ
103,Brooklyn,NY,TRUE,['NY/NJ'],NY/NJ
104,Brooklyn,NY,TRUE,['NY/NJ'],NY/NJ
105,Hartford,CT,FALSE,[],
106,Hartford,CT,FALSE,[],
107,Hartford,CT,FALSE,[],
108,Hartford,CT,FALSE,[],
109,Hartford,CT,FALSE,[],
110,Brooklyn,NY,TRUE,['NY/NJ'],NY/NJ
111,Brooklyn,NY,TRUE,['NY/NJ'],NY/NJ
112,Brooklyn,NY,TRUE,['NY/NJ'],NY/NJ
113,Brooklyn,NY,TRUE,['NY/NJ'],NY/NJ
114,Brooklyn,NY,TRUE,['NY/NJ'],NY/NJ
115,Brooklyn,NY,TRUE,['NY/NJ'],NY/NJ
116,Brooklyn,NY,TRUE,['NY/NJ'],NY/NJ
117,Brooklyn,NY,TRUE,['NY/NJ'],NY/NJ
118,Brooklyn,NY,TRUE,['NY/NJ'],NY/NJ
119,Brooklyn,NY,TRUE,['NY/NJ'],NY/NJ
120,Albany,NY,FALSE,[],
121,Albany,NY,FALSE,[],
122,Albany,NY,FALSE,[],
123,Albany,NY,FALSE,[],
124,Albany,NY,FALSE,[],
125,Albany,NY,FALSE,[],
126,Albany,NY,FALSE,[],
127,Albany,NY,FALSE,[],
128,Albany,NY,FALSE,[],
129,Albany,NY,FALSE,[],
130,Syracuse,NY,FALSE,[],
131,Syracuse,NY,FALSE,[],
132,Syracuse,NY,FALSE,[],
133,Syracuse,NY,FALSE,[],
134,Syracuse,NY,FALSE,[],
135,Syracuse,NY,FALSE,[],
136,Syracuse,NY,FALSE,[],
137,Elmira,NY,FALSE,[],
138,Elmira,NY,FALSE,[],
139,Elmira,NY,FALSE,[],
140,Buffalo,NY,FALSE,[],
141,Buffalo,NY,FALSE,[],
142,Buffalo,NY,FALSE,[],
143,Buffalo,NY,FALSE,[],
144,Rochester,NY,FALSE,[],
145,Rochester,NY,FALSE,[],
146,Rochester,NY,FALSE,[],
147,Buffalo,NY,FALSE,[],
148,Elmira,NY,FALSE,[],
149,Elmira,NY,FALSE,[],
150,Pittsburgh,PA,FALSE,[],
151,Pittsburgh,PA,FALSE,[],
152,Pittsburgh,PA,FALSE,[],
153,Pittsburgh,PA,FALSE,[],
154,Pittsburgh,PA,FALSE,[],
155,Pittsburgh,PA,FALSE,[],
156,Pittsburgh,PA,FALSE,[],
157,Pittsburgh,PA,FALSE,[],
158,Pittsburgh,PA,FALSE,[],
159,Pittsburgh,PA,FALSE,[],
160,Pittsburgh,PA,FALSE,[],
161,Pittsburgh,PA,FALSE,[],
162,Pittsburgh,PA,FALSE,[],
163,Erie,PA,FALSE,[],
164,Erie,PA,FALSE,[],
165,Erie,PA,FALSE,[],
166,Harrisburg,PA,FALSE,[],
167,Erie,PA,FALSE,[],
168,Harrisburg,PA,FALSE,[],
169,Elmira,NY,FALSE,[],
170,Harrisburg,PA,FALSE,[],
171,Harrisburg,PA,FALSE,[],
172,Harrisburg,PA,FALSE,[],
173,Harrisburg,PA,FALSE,[],
174,Harrisburg,PA,FALSE,[],
175,Harrisburg,PA,FALSE,[],
176,Harrisburg,PA,FALSE,[],
177,Harrisburg,PA,FALSE,[],
178,Harrisburg,PA,FALSE,[],
179,Harrisburg,PA,FALSE,[],
180,Allentown,PA,FALSE,[],
181,Allentown,PA,FALSE,[],
182,Allentown,PA,FALSE,[],
183,Allentown,PA,FALSE,[],
184,Allentown,PA,FALSE,[],
185,Allentown,PA,FALSE,[],
186,Allentown,PA,FALSE,[],
187,Allentown,PA,FALSE,[],
188,Elmira,NY,FALSE,[],
189,Allentown,PA,FALSE,[],
190,Philadelphia,PA,FALSE,[],
191,Philadelphia,PA,FALSE,[],
192,Philadelphia,PA,FALSE,[],
193,Philadelphia,PA,FALSE,[],
194,Philadelphia,PA,FALSE,[],
195,Philadelphia,PA,FALSE,[],
196,Philadelphia,PA,FALSE,[],
197,Baltimore,MD,TRUE,['Baltimore'],Baltimore
198,Baltimore,MD,TRUE,['Baltimore'],Baltimore
199,Baltimore,MD,TRUE,['Baltimore'],Baltimore
200,Alexandria,VA,FALSE,[],
201,Alexandria,VA,FALSE,[],
202,Alexandria,VA,FALSE,[],
203,Alexandria,VA,FALSE,[],
204,Alexandria,VA,FALSE,[],
205,Alexandria,VA,FALSE,[],
206,Alexandria,VA,FALSE,[],
207,Baltimore,MD,TRUE,['Baltimore'],Baltimore
208,Baltimore,MD,TRUE,['Baltimore'],Baltimore
209,Baltimore,MD,TRUE,['Baltimore'],Baltimore
210,Baltimore,MD,TRUE,['Baltimore'],Baltimore
211,Baltimore,MD,TRUE,['Baltimore'],Baltimore
212,Baltimore,MD,TRUE,['Baltimore'],Baltimore
214,Baltimore,MD,TRUE,['Baltimore'],Baltimore
215,Winchester,VA,FALSE,[],
216,Baltimore,MD,TRUE,['Baltimore'],Baltimore
217,Winchester,VA,FALSE,[],
218,Baltimore,MD,TRUE,['Baltimore'],Baltimore
219,Baltimore,MD,TRUE,['Baltimore'],Baltimore
220,Alexandria,VA,FALSE,[],
221,Alexandria,VA,FALSE,[],
222,Alexandria,VA,FALSE,[],
223,Alexandria,VA,FALSE,[],
224,Richmond,VA,FALSE,[],
225,Richmond,VA,FALSE,[],
226,Winchester,VA,FALSE,[],
227,Alexandria,VA,FALSE,[],
228,Winchester,VA,FALSE,[],
229,Richmond,VA,FALSE,[],
230,Richmond,VA,FALSE,[],
231,Richmond,VA,FALSE,[],
232,Richmond,VA,FALSE,[],
233,Norfolk,VA,TRUE,['Norfolk'],Norfolk
234,Norfolk,VA,TRUE,['Norfolk'],Norfolk
235,Norfolk,VA,TRUE,['Norfolk'],Norfolk
236,Norfolk,VA,TRUE,['Norfolk'],Norfolk
237,Norfolk,VA,TRUE,['Norfolk'],Norfolk
238,Richmond,VA,FALSE,[],
239,Roanoke,VA,FALSE,[],
240,Roanoke,VA,FALSE,[],
241,Roanoke,VA,FALSE,[],
242,Knoxville,TN,FALSE,[],
243,Roanoke,VA,FALSE,[],
244,Roanoke,VA,FALSE,[],
245,Roanoke,VA,FALSE,[],
246,Charleston,WV,FALSE,[],
247,Charleston,WV,FALSE,[],
248,Charleston,WV,FALSE,[],
249,Charleston,WV,FALSE,[],
250,Charleston,WV,FALSE,[],
251,Charleston,WV,FALSE,[],
252,Charleston,WV,FALSE,[],
253,Charleston,WV,FALSE,[],
254,Winchester,VA,FALSE,[],
255,Huntington,WV,FALSE,[],
256,Charleston,WV,FALSE,[],
257,Huntington,WV,FALSE,[],
258,Charleston,WV,FALSE,[],
259,Charleston,WV,FALSE,[],
260,Pittsburgh,PA,FALSE,[],
261,Charleston,WV,FALSE,[],
262,Charleston,WV,FALSE,[],
263,Charleston,WV,FALSE,[],
264,Charleston,WV,FALSE,[],
265,Pittsburgh,PA,FALSE,[],
266,Charleston,WV,FALSE,[],
267,Winchester,VA,FALSE,[],
268,Winchester,VA,FALSE,[],
270,Greensboro,NC,FALSE,[],
271,Greensboro,NC,FALSE,[],
272,Greensboro,NC,FALSE,[],
273,Greensboro,NC,FALSE,[],
274,Greensboro,NC,FALSE,[],
275,Raleigh,NC,FALSE,[],
276,Raleigh,NC,FALSE,[],
277,Raleigh,NC,FALSE,[],
278,Raleigh,NC,FALSE,[],
279,Norfolk,VA,FALSE,[],
280,Charlotte,NC,FALSE,[],
281,Charlotte,NC,FALSE,[],
282,Charlotte,NC,FALSE,[],
283,Charlotte,NC,FALSE,[],
284,Wilmington,NC,FALSE,[],
285,Wilmington,NC,FALSE,[],
286,Charlotte,NC,FALSE,[],
287,Greenville,SC,FALSE,[],
288,Greenville,SC,FALSE,[],
289,Chattanooga,TN,FALSE,[],
290,Columbia,SC,FALSE,[],
291,Columbia,SC,FALSE,[],
292,Columbia,SC,FALSE,[],
293,Greenville,SC,FALSE,[],
294,N Charleston,SC,TRUE,['Charleston'],Charleston
295,Columbia,SC,FALSE,[],
296,Greenville,SC,FALSE,[],
297,Charlotte,NC,FALSE,[],
298,Greenville,SC,FALSE,[],
299,Savannah,GA,TRUE,['Savannah'],Savannah
300,Atlanta,GA,FALSE,[],
301,Atlanta,GA,FALSE,[],
302,Atlanta,GA,FALSE,[],
303,Atlanta,GA,FALSE,[],
304,Savannah,GA,TRUE,['Savannah'],Savannah
305,Atlanta,GA,FALSE,[],
306,Atlanta,GA,FALSE,[],
307,Chattanooga,TN,FALSE,[],
308,Greenville,SC,FALSE,[],
309,Greenville,SC,FALSE,[],
310,Macon,GA,FALSE,[],
311,Atlanta,GA,FALSE,[],
312,Macon,GA,FALSE,[],
313,Savannah,GA,TRUE,['Savannah'],Savannah
314,Savannah,GA,TRUE,['Savannah'],Savannah
315,Savannah,GA,TRUE,['Savannah'],Savannah
316,Tifton,GA,FALSE,[],
317,Tifton,GA,FALSE,[],
318,Montgomery,AL,FALSE,[],
319,Montgomery,AL,FALSE,[],
320,Jacksonville,FL,TRUE,['Jacksonville'],Jacksonville
321,Jacksonville,FL,TRUE,['Jacksonville'],Jacksonville
322,Jacksonville,FL,TRUE,['Jacksonville'],Jacksonville
323,Tallahassee,FL,FALSE,[],
324,Tallahassee,FL,FALSE,[],
325,Mobile,AL,FALSE,[],
326,Jacksonville,FL,TRUE,['Jacksonville'],Jacksonville
327,Lakeland,FL,FALSE,[],
328,Lakeland,FL,FALSE,[],
329,Lakeland,FL,FALSE,[],
330,Miami,FL,TRUE,['Miami'],Miami
331,Miami,FL,TRUE,['Miami'],Miami
332,Miami,FL,TRUE,['Miami'],Miami
333,Miami,FL,TRUE,['Miami'],Miami
334,Miami,FL,TRUE,['Miami'],Miami
335,Lakeland,FL,FALSE,[],
336,Lakeland,FL,FALSE,[],
337,Lakeland,FL,FALSE,[],
338,Lakeland,FL,FALSE,[],
339,Miami,FL,TRUE,['Miami'],Miami
341,Miami,FL,TRUE,['Miami'],Miami
342,Lakeland,FL,FALSE,[],
344,Lakeland,FL,FALSE,[],
346,Lakeland,FL,FALSE,[],
347,Lakeland,FL,FALSE,[],
349,Miami,FL,TRUE,['Miami'],Miami
350,Birmingham,AL,FALSE,[],
351,Birmingham,AL,FALSE,[],
352,Birmingham,AL,FALSE,[],
354,Birmingham,AL,FALSE,[],
355,Decatur,AL,FALSE,[],
356,Decatur,AL,FALSE,[],
357,Decatur,AL,FALSE,[],
358,Decatur,AL,FALSE,[],
359,Chattanooga,TN,FALSE,[],
360,Montgomery,AL,FALSE,[],
361,Montgomery,AL,FALSE,[],
362,Birmingham,AL,FALSE,[],
363,Montgomery,AL,FALSE,[],
364,Mobile,AL,FALSE,[],
365,Mobile,AL,FALSE,[],
366,Mobile,AL,FALSE,[],
367,Montgomery,AL,FALSE,[],
368,Montgomery,AL,FALSE,[],
369,Montgomery,AL,FALSE,[],
370,Nashville,TN,FALSE,[],
371,Nashville,TN,FALSE,[],
372,Nashville,TN,FALSE,[],
373,Chattanooga,TN,FALSE,[],
374,Chattanooga,TN,FALSE,[],
375,Memphis,TN,FALSE,[],
376,Knoxville,TN,FALSE,[],
377,Knoxville,TN,FALSE,[],
378,Knoxville,TN,FALSE,[],
379,Knoxville,TN,FALSE,[],
380,Memphis,TN,FALSE,[],
381,Memphis,TN,FALSE,[],
382,Memphis,TN,FALSE,[],
383,Memphis,TN,FALSE,[],
384,Decatur,AL,FALSE,[],
385,Nashville,TN,FALSE,[],
386,Memphis,TN,FALSE,[],
387,Jackson,MS,FALSE,[],
388,Decatur,AL,FALSE,[],
389,Jackson,MS,FALSE,[],
390,Jackson,MS,FALSE,[],
391,Jackson,MS,FALSE,[],
392,Jackson,MS,FALSE,[],
393,Jackson,MS,FALSE,[],
394,Mobile,AL,FALSE,[],
395,Mobile,AL,FALSE,[],
396,Jackson,MS,FALSE,[],
397,Jackson,MS,FALSE,[],
398,Tifton,GA,FALSE,[],
399,Atlanta,GA,FALSE,[],
400,Louisville,KY,FALSE,[],
401,Louisville,KY,FALSE,[],
402,Louisville,KY,FALSE,[],
403,Lexington,KY,FALSE,[],
404,Lexington,KY,FALSE,[],
405,Lexington,KY,FALSE,[],
406,Lexington,KY,FALSE,[],
407,Knoxville,TN,FALSE,[],
408,Knoxville,TN,FALSE,[],
409,Knoxville,TN,FALSE,[],
410,Lexington,KY,FALSE,[],
411,Huntington,WV,FALSE,[],
412,Huntington,WV,FALSE,[],
413,Lexington,KY,FALSE,[],
414,Lexington,KY,FALSE,[],
415,Charleston,WV,FALSE,[],
416,Charleston,WV,FALSE,[],
417,Lexington,KY,FALSE,[],
418,Lexington,KY,FALSE,[],
419,Lexington,KY,FALSE,[],
420,Cape Girardeau,MO,FALSE,[],
421,Bowling Green,KY,FALSE,[],
422,Bowling Green,KY,FALSE,[],
423,Evansville,IN,FALSE,[],
424,Evansville,IN,FALSE,[],
425,Knoxville,TN,FALSE,[],
426,Knoxville,TN,FALSE,[],
427,Bowling Green,KY,FALSE,[],
430,Columbus,OH,FALSE,[],
431,Columbus,OH,FALSE,[],
432,Columbus,OH,FALSE,[],
433,Columbus,OH,FALSE,[],
434,Toledo,OH,FALSE,[],
435,Toledo,OH,FALSE,[],
436,Toledo,OH,FALSE,[],
437,Columbus,OH,FALSE,[],
438,Columbus,OH,FALSE,[],
439,Pittsburgh,PA,FALSE,[],
440,Cleveland,OH,FALSE,[],
441,Cleveland,OH,FALSE,[],
442,Cleveland,OH,FALSE,[],
443,Cleveland,OH,FALSE,[],
444,Cleveland,OH,FALSE,[],
445,Cleveland,OH,FALSE,[],
446,Cleveland,OH,FALSE,[],
447,Cleveland,OH,FALSE,[],
448,Cleveland,OH,FALSE,[],
449,Cleveland,OH,FALSE,[],
450,Cincinnati,OH,FALSE,[],
451,Cincinnati,OH,FALSE,[],
452,Cincinnati,OH,FALSE,[],
453,Columbus,OH,FALSE,[],
454,Columbus,OH,FALSE,[],
455,Columbus,OH,FALSE,[],
456,Huntington,WV,FALSE,[],
457,Charleston,WV,FALSE,[],
458,Toledo,OH,FALSE,[],
459,Cincinnati,OH,FALSE,[],
460,Indianapolis,IN,FALSE,[],
461,Indianapolis,IN,FALSE,[],
462,Indianapolis,IN,FALSE,[],
463,Gary,IN,FALSE,[],
464,Gary,IN,FALSE,[],
465,South Bend,IN,FALSE,[],
466,South Bend,IN,FALSE,[],
467,Ft Wayne,IN,FALSE,[],
468,Ft Wayne,IN,FALSE,[],
469,Ft Wayne,IN,FALSE,[],
470,Cincinnati,OH,FALSE,[],
471,Louisville,KY,FALSE,[],
472,Indianapolis,IN,FALSE,[],
473,Indianapolis,IN,FALSE,[],
474,Indianapolis,IN,FALSE,[],
475,Evansville,IN,FALSE,[],
476,Evansville,IN,FALSE,[],
477,Evansville,IN,FALSE,[],
478,Terre Haute,IN,FALSE,[],
479,Indianapolis,IN,FALSE,[],
480,Detroit,MI,FALSE,[],
481,Detroit,MI,FALSE,[],
482,Detroit,MI,FALSE,[],
483,Detroit,MI,FALSE,[],
484,Detroit,MI,FALSE,[],
485,Detroit,MI,FALSE,[],
486,Saginaw,MI,FALSE,[],
487,Saginaw,MI,FALSE,[],
488,Grand Rapids,MI,FALSE,[],
489,Grand Rapids,MI,FALSE,[],
490,Grand Rapids,MI,FALSE,[],
491,South Bend,IN,FALSE,[],
492,Detroit,MI,FALSE,[],
493,Grand Rapids,MI,FALSE,[],
494,Grand Rapids,MI,FALSE,[],
495,Grand Rapids,MI,FALSE,[],
496,Grand Rapids,MI,FALSE,[],
497,Saginaw,MI,FALSE,[],
498,Duluth,MN,FALSE,[],
499,Duluth,MN,FALSE,[],
500,Des Moines,IA,FALSE,[],
501,Des Moines,IA,FALSE,[],
502,Des Moines,IA,FALSE,[],
503,Des Moines,IA,FALSE,[],
504,Des Moines,IA,FALSE,[],
505,Des Moines,IA,FALSE,[],
506,Dubuque,IA,FALSE,[],
507,Dubuque,IA,FALSE,[],
508,Des Moines,IA,FALSE,[],
509,Des Moines,IA,FALSE,[],
510,Sioux Falls,SD,FALSE,[],
511,Sioux Falls,SD,FALSE,[],
512,Sioux Falls,SD,FALSE,[],
513,Sioux Falls,SD,FALSE,[],
514,Des Moines,IA,FALSE,[],
515,Omaha,NE,FALSE,[],
516,Omaha,NE,FALSE,[],
520,Dubuque,IA,FALSE,[],
521,Dubuque,IA,FALSE,[],
522,Cedar Rapids,IA,FALSE,[],
523,Cedar Rapids,IA,FALSE,[],
524,Cedar Rapids,IA,FALSE,[],
525,Rock Island,IL,FALSE,[],
526,Rock Island,IL,FALSE,[],
527,Rock Island,IL,FALSE,[],
528,Rock Island,IL,FALSE,[],
530,Milwaukee,WI,FALSE,[],
531,Milwaukee,WI,FALSE,[],
532,Milwaukee,WI,FALSE,[],
534,Milwaukee,WI,FALSE,[],
535,Madison,WI,FALSE,[],
537,Madison,WI,FALSE,[],
538,Dubuque,IA,FALSE,[],
539,Madison,WI,FALSE,[],
540,Eau Claire,WI,FALSE,[],
541,Green Bay,WI,FALSE,[],
542,Green Bay,WI,FALSE,[],
543,Green Bay,WI,FALSE,[],
544,Green Bay,WI,FALSE,[],
545,Duluth,MN,FALSE,[],
546,Eau Claire,WI,FALSE,[],
547,Eau Claire,WI,FALSE,[],
548,Duluth,MN,FALSE,[],
549,Green Bay,WI,FALSE,[],
550,Minneapolis,MN,FALSE,[],
551,Minneapolis,MN,FALSE,[],
553,Minneapolis,MN,FALSE,[],
554,Minneapolis,MN,FALSE,[],
555,Minneapolis,MN,FALSE,[],
556,Duluth,MN,FALSE,[],
557,Duluth,MN,FALSE,[],
558,Duluth,MN,FALSE,[],
559,Eau Claire,WI,FALSE,[],
560,Minneapolis,MN,FALSE,[],
561,Sioux Falls,SD,FALSE,[],
562,Sioux Falls,SD,FALSE,[],
563,St Cloud,MN,FALSE,[],
564,St Cloud,MN,FALSE,[],
565,Fargo,ND,FALSE,[],
566,Fargo,ND,FALSE,[],
567,Fargo,ND,FALSE,[],
569,Alexandria,VA,FALSE,[],
570,Sioux Falls,SD,FALSE,[],
571,Sioux Falls,SD,FALSE,[],
572,Sioux Falls,SD,FALSE,[],
573,Sioux Falls,SD,FALSE,[],
574,Sioux Falls,SD,FALSE,[],
575,Rapid City,SD,FALSE,[],
576,Rapid City,SD,FALSE,[],
577,Rapid City,SD,FALSE,[],
580,Fargo,ND,FALSE,[],
581,Fargo,ND,FALSE,[],
582,Fargo,ND,FALSE,[],
583,Bismarck,ND,FALSE,[],
584,Bismarck,ND,FALSE,[],
585,Bismarck,ND,FALSE,[],
586,Bismarck,ND,FALSE,[],
587,Bismarck,ND,FALSE,[],
588,Bismarck,ND,FALSE,[],
590,Billings,MT,FALSE,[],
591,Billings,MT,FALSE,[],
592,Billings,MT,FALSE,[],
593,Billings,MT,FALSE,[],
594,Missoula,MT,FALSE,[],
595,Missoula,MT,FALSE,[],
596,Missoula,MT,FALSE,[],
597,Missoula,MT,FALSE,[],
598,Missoula,MT,FALSE,[],
599,Missoula,MT,FALSE,[],
600,Chicago,IL,FALSE,[],
601,Chicago,IL,FALSE,[],
602,Chicago,IL,FALSE,[],
603,Chicago,IL,FALSE,[],
604,Joliet,IL,FALSE,[],
605,Joliet,IL,FALSE,[],
606,Chicago,IL,FALSE,[],
607,Chicago,IL,FALSE,[],
608,Chicago,IL,FALSE,[],
609,Bloomington,IL,FALSE,[],
610,Rockford,IL,FALSE,[],
611,Rockford,IL,FALSE,[],
612,Rock Island,IL,FALSE,[],
613,Rock Island,IL,FALSE,[],
614,Rock Island,IL,FALSE,[],
615,Bloomington,IL,FALSE,[],
616,Bloomington,IL,FALSE,[],
617,Bloomington,IL,FALSE,[],
618,Bloomington,IL,FALSE,[],
619,Terre Haute,IN,FALSE,[],
620,St Louis,MO,FALSE,[],
622,St Louis,MO,FALSE,[],
623,Quincy,IL,FALSE,[],
624,Terre Haute,IN,FALSE,[],
625,Taylorville,IL,FALSE,[],
626,Taylorville,IL,FALSE,[],
627,Taylorville,IL,FALSE,[],
628,Evansville,IN,FALSE,[],
629,Cape Girardeau,MO,FALSE,[],
